trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
472,False,"{'a': 0.5, 'e': 0.03804591356977048}",25,17,14.103616498276883,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.0879413500438949}",20,6,-14.422109139518785,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
474,False,"{'a': 0.5, 'e': 0.13761697894187933}",20,13,10.572214921527486,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.18694863706204273}",20,6,-30.9363465422545,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.2358130209505226}",25,17,7.214298411069896,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.2840879950956734}",25,7,11.301495573912794,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.3316528972032528}",20,9,8.603261747723089,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.378388839789314}",20,3,-53.80416591956729,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
480,False,"{'a': 0.5, 'e': 0.424179007336997}",20,9,-13.91211429354596,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.4689089482744973}",20,8,-14.63803739755345,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.5124668610443709}",30,1,-63.30716762334669,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 1}",1
483,False,"{'a': 0.5, 'e': 0.5547438735492155}",20,0,-52.572896803141816,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
484,False,"{'a': 0.5, 'e': 0.5956343152752115}",30,5,-63.39989909658607,"{0: 14, 1: 7, 2: 3, 3: 1, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.6350359814133715}",20,0,-118.05527378686809,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
486,False,"{'a': 0.5, 'e': 0.6728503883183468}",25,0,-87.41815714703351,"{0: 16, 1: 2, 2: 4, 3: 3, 4: 0}",0
487,False,"{'a': 0.5, 'e': 0.7089830196662344}",20,5,-31.703953935115713,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.7433435626961754}",20,11,-4.218900598880728,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.7758461339452197}",30,0,-57.861963669297126,"{0: 20, 1: 5, 2: 4, 3: 1, 4: 0}",0
490,False,"{'a': 0.5, 'e': 0.8064094939122546}",35,0,-93.59638194616804,"{0: 27, 1: 0, 2: 5, 3: 2, 4: 1}",1
491,False,"{'a': 0.5, 'e': 0.8349572501144569}",25,0,-159.39882121479118,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
492,False,"{'a': 0.5, 'e': 0.8614180480287028}",20,0,-41.94229664431893,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
493,False,"{'a': 0.5, 'e': 0.8857257494407241}",35,18,-41.51384289626005,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
494,False,"{'a': 0.5, 'e': 0.9078195977561968}",25,0,-69.22671847024054,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
495,False,"{'a': 0.5, 'e': 0.9276443698605846}",25,0,-168.3680692775374,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
496,False,"{'a': 0.5, 'e': 0.9451505141481711}",20,1,-123.86580213935086,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 2}",1
497,False,"{'a': 0.5, 'e': 0.9602942743752596}",25,0,-131.19110716403563,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
498,False,"{'a': 0.5, 'e': 0.9730377990280002}",20,0,-100.06387593506949,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
499,False,"{'a': 0.5, 'e': 0.9833492359314604}",25,0,-182.3061486897603,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
500,False,"{'a': 0.5, 'e': 0.9912028118634736}",25,5,-209.1707551229676,"{0: 8, 1: 2, 2: 5, 3: 2, 4: 3}",1
501,False,"{'a': 0.5, 'e': 0.9965788969742742}",20,0,-186.994212553873,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 4}",0
502,False,"{'a': 0.5, 'e': 0.9994640538508954}",25,20,3.186941661105071,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.9998510711037066}",20,0,-139.18018169354724,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
504,False,"{'a': 0.5, 'e': 0.9977389813911302}",20,0,-97.54695061381435,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
505,False,"{'a': 0.5, 'e': 0.9931330638374931}",20,0,-101.92924177963945,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
506,False,"{'a': 0.5, 'e': 0.9860448308379632}",30,0,-100.9327141324926,"{0: 16, 1: 4, 2: 10, 3: 0, 4: 0}",0
507,False,"{'a': 0.5, 'e': 0.9764919992835592}",30,0,-133.789218244053,"{0: 17, 1: 3, 2: 9, 3: 0, 4: 1}",0
508,False,"{'a': 0.5, 'e': 0.9644984462781486}",25,0,-158.72361380738835,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 3}",0
509,False,"{'a': 0.5, 'e': 0.9500941494581234}",25,0,-84.50294571839905,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
510,False,"{'a': 0.5, 'e': 0.933315112063922}",30,0,-77.70085148339484,"{0: 21, 1: 3, 2: 4, 3: 2, 4: 0}",0
511,False,"{'a': 0.5, 'e': 0.9142032729506738}",20,0,-114.31640509768863,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
512,False,"{'a': 0.5, 'e': 0.8928064017629097}",20,0,-61.561244891988636,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
513,False,"{'a': 0.5, 'e': 0.8691779795353239}",20,0,-71.3245410373826,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
514,False,"{'a': 0.5, 'e': 0.8433770650180411}",25,0,-109.3705317290886,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 2}",0
515,False,"{'a': 0.5, 'e': 0.8154681470604999}",30,0,-158.49451739926906,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 3}",0
516,False,"{'a': 0.5, 'e': 0.7855209834229068}",25,0,-186.2245960863229,"{0: 12, 1: 2, 2: 7, 3: 2, 4: 2}",0
517,False,"{'a': 0.5, 'e': 0.7536104264181762}",25,1,-204.07924281426196,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 4}",1
518,False,"{'a': 0.5, 'e': 0.7198162358201232}",20,0,-60.34258892978152,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
519,False,"{'a': 0.5, 'e': 0.6842228795055688}",20,0,-131.1941088006674,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
520,False,"{'a': 0.5, 'e': 0.6469193223286404}",30,5,-37.34811802725962,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.6079988037549579}",30,10,-113.4578505438976,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",1
522,False,"{'a': 0.5, 'e': 0.5675586048115439}",30,14,26.977315564790125,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.5256998049349084}",20,0,-18.806013187350263,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
524,False,"{'a': 0.5, 'e': 0.48252702932510166}",20,2,-6.91417711417292,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.43814818743720435}",30,0,-20.444001267714146,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
526,False,"{'a': 0.5, 'e': 0.3926742032638758}",20,11,-5.570896077016138,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.34621873808315934}",20,13,1.0482705415673403,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.2988979063644682}",20,1,21.97500070780554,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.2508299855428864}",25,11,25.570449308678366,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.20213512038718198}",20,12,14.523711029815953,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.1529350227004419}",25,17,15.20776080596834,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.10335266710397087}",25,9,17.584388116782705,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.05351198366476841}",20,16,8.747255181229148,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.003537548134906392}",25,0,36.657842049184396,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",30,16,24.674306806222944,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,13,24.184936251076742,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,8,36.987913271190266,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,17,25.430508495421442,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,13,14.21740037746427,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,13,30.850612905912968,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,6,24.22616431400349,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,15,33.577953544652026,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,21,17.298981120072884,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,14,10.45333220478497,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
