trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9987502603949663}",20,0,-129.5228357623589,"{0: 8, 1: 2, 2: 9, 3: 0, 4: 1}",0
2,False,"{'a': 0.5, 'e': 0.9950041652780258}",20,0,-85.92044987586223,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
3,False,"{'a': 0.5, 'e': 0.9887710779360422}",35,0,-134.9639010759123,"{0: 20, 1: 4, 2: 8, 3: 3, 4: 0}",0
4,False,"{'a': 0.5, 'e': 0.9800665778412416}",30,0,-228.02098896254154,"{0: 16, 1: 3, 2: 5, 3: 3, 4: 3}",0
5,False,"{'a': 0.5, 'e': 0.9689124217106447}",25,0,-123.99355898976859,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
6,False,"{'a': 0.5, 'e': 0.955336489125606}",20,0,-66.03564836681161,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
7,False,"{'a': 0.5, 'e': 0.9393727128473789}",20,0,-85.03804893414298,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.9210609940028851}",20,0,-66.18710079475096,"{0: 13, 1: 3, 2: 1, 3: 3, 4: 0}",0
9,False,"{'a': 0.5, 'e': 0.9004471023526769}",25,0,-34.088663170345264,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
10,False,"{'a': 0.5, 'e': 0.8775825618903728}",20,0,-131.1736606221914,"{0: 8, 1: 3, 2: 7, 3: 1, 4: 1}",0
11,False,"{'a': 0.5, 'e': 0.8525245220595057}",20,0,-67.37656868059477,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
12,False,"{'a': 0.5, 'e': 0.8253356149096782}",25,0,-171.51348280203715,"{0: 11, 1: 3, 2: 9, 3: 0, 4: 2}",0
13,False,"{'a': 0.5, 'e': 0.7960837985490558}",25,0,-149.63767851242787,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
14,False,"{'a': 0.5, 'e': 0.7648421872844884}",20,0,-166.17657587565293,"{0: 12, 1: 3, 2: 0, 3: 2, 4: 3}",0
15,False,"{'a': 0.5, 'e': 0.7316888688738209}",20,0,-90.6396644015337,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.6967067093471654}",20,15,3.9851750249351054,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
17,False,"{'a': 0.5, 'e': 0.6599831458849821}",20,0,-52.86157894071505,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.6216099682706644}",25,10,-2.05152164052624,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
19,False,"{'a': 0.5, 'e': 0.5816830894638835}",20,14,8.786073591212418,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,False,"{'a': 0.5, 'e': 0.5403023058681397}",25,10,-19.333061467663892,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 0}",1
21,False,"{'a': 0.5, 'e': 0.49757104789172696}",25,0,-107.46797815890618,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
22,False,"{'a': 0.5, 'e': 0.4535961214255773}",30,0,-64.26560336028375,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 2}",0
23,False,"{'a': 0.5, 'e': 0.40848744088415717}",20,16,7.079725843886306,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,False,"{'a': 0.5, 'e': 0.3623577544766734}",30,24,11.524921722027903,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,False,"{'a': 0.5, 'e': 0.3153223623952687}",20,16,9.549144055692071,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,False,"{'a': 0.5, 'e': 0.26749882862458735}",25,0,-58.652835393978634,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
27,False,"{'a': 0.5, 'e': 0.2190066870930415}",20,14,12.614971693623016,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,False,"{'a': 0.5, 'e': 0.16996714290024081}",25,0,21.437043291630005,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
29,False,"{'a': 0.5, 'e': 0.1205027693673664}",20,9,10.387951115915664,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
30,False,"{'a': 0.5, 'e': 0.0707372016677029}",20,0,-8.400871240625507,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
31,False,"{'a': 0.5, 'e': 0.020794827803092428}",20,2,29.317617746250956,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,False,"{'a': 0.5, 'e': -0.029199522301288815}",20,14,4.646746869241755,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
33,False,"{'a': 0.5, 'e': -0.07912088880673408}",25,14,-19.11558824734422,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
34,False,"{'a': 0.5, 'e': -0.12884449429552486}",25,10,3.537997784890363,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
35,False,"{'a': 0.5, 'e': -0.17824605564949209}",20,14,11.779627175109518,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,False,"{'a': 0.5, 'e': -0.2272020946930871}",25,17,15.288355595393394,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,False,"{'a': 0.5, 'e': -0.27559024682451294}",20,16,8.336327616201487,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,False,"{'a': 0.5, 'e': -0.3232895668635036}",20,9,24.784815419560374,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 0.5, 'e': -0.3701808313512871}",30,20,17.366448190250136,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.5, 'e': -0.4161468365471424}",20,3,-15.117389425721708,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
41,False,"{'a': 0.5, 'e': -0.46107269137671314}",25,20,10.934445434068635,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,False,"{'a': 0.5, 'e': -0.5048461045998576}",25,17,13.199090241873128,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,False,"{'a': 0.5, 'e': -0.547357665480271}",25,6,27.857035661636527,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,False,"{'a': 0.5, 'e': -0.5885011172553458}",35,12,-3.0679451360324475,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
45,False,"{'a': 0.5, 'e': -0.6281736227227391}",35,15,33.972874978354085,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,False,"{'a': 0.5, 'e': -0.6662760212798244}",25,11,24.103514740451615,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.5, 'e': -0.7027130767735539}",20,13,11.206325138539947,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 0.5, 'e': -0.7373937155412458}",25,7,-12.783993075302497,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
49,False,"{'a': 0.5, 'e': -0.7702312540473074}",20,2,26.73908913467628,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.5, 'e': -0.8011436155469337}",25,13,19.750380229409437,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.5, 'e': -0.8300535352352224}",25,13,18.56229716482994,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,False,"{'a': 0.5, 'e': -0.8568887533689473}",25,11,25.12864038563195,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.5, 'e': -0.8815821958782861}",20,16,6.379597019309675,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,False,"{'a': 0.5, 'e': -0.9040721420170612}",20,13,11.919686593407274,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.5, 'e': -0.9243023786324636}",20,0,-10.948021235412952,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
56,False,"{'a': 0.5, 'e': -0.9422223406686583}",20,0,-12.477056773150442,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
57,False,"{'a': 0.5, 'e': -0.9577872375530904}",35,20,26.591942960539992,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.5, 'e': -0.9709581651495907}",20,0,36.15679981026816,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
59,False,"{'a': 0.5, 'e': -0.9817022029984541}",20,11,20.112993337714038,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.5, 'e': -0.9899924966004454}",20,12,12.577194767593067,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.5, 'e': -0.9958083245390612}",20,6,20.681244872911897,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.5, 'e': -0.9991351502732795}",20,3,6.068441243214653,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
63,False,"{'a': 0.5, 'e': -0.999964658471342}",20,13,14.640165476176787,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.5, 'e': -0.9982947757947531}",20,9,19.649254829019544,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,False,"{'a': 0.5, 'e': -0.9941296760805463}",20,2,26.77998177949738,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.5, 'e': -0.9874797699088649}",25,17,12.99172883542193,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.5, 'e': -0.9783616785819341}",20,12,14.643932495354765,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.5, 'e': -0.9667981925794609}",20,11,16.46712954370408,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.5, 'e': -0.9528182145943047}",20,15,9.675860680037726,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.5, 'e': -0.9364566872907963}",20,6,24.045552087679535,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.5, 'e': -0.9177545059662758}",20,11,18.687404219101133,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.5, 'e': -0.896758416334147}",25,11,25.75140937504016,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.5, 'e': -0.8735208976839377}",25,11,24.407852584056965,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.5, 'e': -0.848100031710408}",20,15,9.172141486341154,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.5, 'e': -0.8205593573395608}",20,8,24.062115657605858,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.5, 'e': -0.7909677119144165}",20,15,9.252261277352202,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.5, 'e': -0.7593990591375079}",20,13,12.26376473881102,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.5, 'e': -0.7259323042001399}",25,5,-5.190126395837877,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
79,False,"{'a': 0.5, 'e': -0.6906510965605075}",25,3,31.894170158906228,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.5, 'e': -0.6536436208636119}",35,18,27.507862057029264,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.5, 'e': -0.6150023765255744}",20,16,7.16017394651892,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': -0.5748239465332685}",35,0,10.631239365534242,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 1}",0
83,False,"{'a': 0.5, 'e': -0.5332087560371543}",20,0,30.398899840449282,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
84,False,"{'a': 0.5, 'e': -0.4902608213406994}",25,7,30.868760460862138,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.5, 'e': -0.4460874899137928}",25,10,29.673801106683506,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': -0.40079917207997545}",25,18,9.609975707464699,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.5, 'e': -0.3545090650481311}",25,17,14.373701754182427,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.5, 'e': -0.30733286997841935}",35,15,34.8833670179288,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': -0.2593885027896261}",30,15,29.467685109076864,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': -0.2107957994307797}",20,9,18.867315693801878,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.5, 'e': -0.1616762163536865}",25,17,16.356198947135976,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.5, 'e': -0.11215252693505398}",25,18,13.228558213966792,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': -0.06234851460699166}",20,6,12.219323873989836,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
94,False,"{'a': 0.5, 'e': -0.01238866346289056}",20,4,28.766714309541,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.5, 'e': 0.03760215288797655}",30,0,44.32351970673439,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
96,False,"{'a': 0.5, 'e': 0.08749898343944727}",20,8,20.24472781462941,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.13717711210090816}",25,10,28.47222145495395,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.18651236942257576}",20,14,14.521699801660251,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.23538144295445118}",20,8,16.33998999981394,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.28366218546322625}",25,11,-25.73873187950627,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.3312339202367545}",20,14,-2.104676326867046,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.37797774271298107}",25,5,-59.97861325641341,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.4237768176794282}",30,13,-121.63479252627818,"{0: 11, 1: 0, 2: 2, 3: 2, 4: 2}",1
104,False,"{'a': 0.5, 'e': 0.4685166713003771}",20,0,-94.86051730382945,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
105,False,"{'a': 0.5, 'e': 0.5120854772418407}",30,14,22.153471818171273,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.5543743361791615}",20,5,-0.043573473691389975,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.5952775479886068}",25,16,-34.45017115779095,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
108,False,"{'a': 0.5, 'e': 0.6346928759426347}",30,4,-54.56926390235104,"{0: 18, 1: 2, 2: 5, 3: 1, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.6725218022484659}",20,0,-85.81889633145869,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
110,False,"{'a': 0.5, 'e': 0.70866977429126}",25,0,-29.809809254193677,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
111,False,"{'a': 0.5, 'e': 0.7430464409664105}",20,0,-122.5914323005867,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
112,False,"{'a': 0.5, 'e': 0.7755658785102502}",25,0,-54.78316802022814,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
113,False,"{'a': 0.5, 'e': 0.8061468052647157}",20,0,-204.73295232698368,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 4}",0
114,False,"{'a': 0.5, 'e': 0.8347127848391598}",20,0,-55.58607332875352,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
115,False,"{'a': 0.5, 'e': 0.8611924171615208}",20,0,-93.5184393796736,"{0: 9, 1: 6, 2: 4, 3: 0, 4: 1}",0
116,False,"{'a': 0.5, 'e': 0.8855195169413194}",25,0,-78.92307690685847,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
117,False,"{'a': 0.5, 'e': 0.9076332790984135}",25,0,-106.28670601996387,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
118,False,"{'a': 0.5, 'e': 0.9274784307440359}",20,10,-102.63000370700287,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 2}",1
119,False,"{'a': 0.5, 'e': 0.9450053693342275}",25,0,-128.8828775092211,"{0: 13, 1: 2, 2: 9, 3: 0, 4: 1}",0
120,False,"{'a': 0.5, 'e': 0.960170286650366}",20,0,-45.30838957202584,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.9729352782968976}",30,0,-231.15684978397064,"{0: 12, 1: 8, 2: 6, 3: 1, 4: 3}",0
122,False,"{'a': 0.5, 'e': 0.9832684384425847}",20,2,-48.32742579687166,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.991143939568469}",20,0,-112.72194603727102,"{0: 9, 1: 6, 2: 3, 3: 1, 4: 1}",0
124,False,"{'a': 0.5, 'e': 0.9965420970232175}",25,0,-82.34792053883739,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
125,False,"{'a': 0.5, 'e': 0.9994494182244994}",30,0,-189.26407705804857,"{0: 17, 1: 5, 2: 4, 3: 1, 4: 3}",0
126,False,"{'a': 0.5, 'e': 0.9998586363834151}",20,0,-101.19966204733764,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
127,False,"{'a': 0.5, 'e': 0.9977687286676841}",25,0,-94.34353408824782,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
128,False,"{'a': 0.5, 'e': 0.9931849187581926}",20,8,-39.64281017113425,"{0: 7, 1: 2, 2: 2, 3: 1, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.9861186637925126}",25,0,-151.8216445466083,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
130,False,"{'a': 0.5, 'e': 0.9765876257280235}",30,12,-100.46599741913512,"{0: 7, 1: 4, 2: 5, 3: 2, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.9646156271962179}",30,0,-183.81459834297223,"{0: 17, 1: 4, 2: 4, 3: 3, 4: 2}",0
132,False,"{'a': 0.5, 'e': 0.9502325919585293}",25,0,-114.54876550410977,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
133,False,"{'a': 0.5, 'e': 0.9334744701125118}",25,0,-76.69289140847951,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
134,False,"{'a': 0.5, 'e': 0.9143831482353194}",25,0,-142.268568313602,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
135,False,"{'a': 0.5, 'e': 0.8930063446890767}",30,8,-89.38332362686303,"{0: 12, 1: 4, 2: 5, 3: 0, 4: 1}",1
136,False,"{'a': 0.5, 'e': 0.8693974903498248}",25,0,-48.376692716869904,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
137,False,"{'a': 0.5, 'e': 0.8436155950581592}",25,2,-47.16167532349546,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.8157251001253568}",20,0,-144.63870358157206,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
139,False,"{'a': 0.5, 'e': 0.785795717263661}",30,15,-6.112282305755644,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.7539022543433046}",20,0,-11.374929259637717,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.7201244284117936}",30,13,-37.32949900483452,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
142,False,"{'a': 0.5, 'e': 0.6845466664428059}",30,6,-148.89502256551802,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 3}",1
143,False,"{'a': 0.5, 'e': 0.6472578943127236}",25,0,0.4486020928612795,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
144,False,"{'a': 0.5, 'e': 0.6083513145322546}",25,15,-10.188517507629467,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.5679241732886948}",30,2,-21.83034215818481,"{0: 22, 1: 4, 2: 1, 3: 1, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.5260775173811045}",25,0,-83.34650008024249,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
147,False,"{'a': 0.5, 'e': 0.48291594165593704}",25,0,-9.539736092507328,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
148,False,"{'a': 0.5, 'e': 0.43854732757439036}",25,1,-2.96983730125829,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.39308257356494075}",20,9,19.41224584380902,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.3466353178350258}",20,0,-0.14118924960455626,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
151,False,"{'a': 0.5, 'e': 0.2993216543347062}",20,9,16.052313706288807,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.25125984258225487}",20,0,-6.266686971376077,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
153,False,"{'a': 0.5, 'e': 0.20257001207694433}",20,6,-19.157123166828736,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
154,False,"{'a': 0.5, 'e': 0.15337386203786435}",25,17,14.73539459040131,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.10379435721925297}",20,13,13.380092996627566,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.05395542056264886}",20,6,27.035741826063315,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.003981623454078851}",20,14,11.225408631244278,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': -0.04600212563953695}",20,13,11.899324674931028,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': -0.09587089337649782}",25,10,22.282304859521723,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': -0.14550003380861354}",25,16,16.665828769110757,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': -0.19476549993116135}",25,16,18.018513561139162,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': -0.2435441537357911}",20,10,18.129413999315997,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': -0.2917140739914265}",25,11,21.514016065510965,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': -0.3391548609838362}",35,26,16.418365305695357,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': -0.3857479374522218}",25,20,9.875319630836497,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': -0.4313768449706208}",25,4,30.167570949008102,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': -0.47592753503330965}",25,17,15.012207629369975,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': -0.5192886541166856}",20,15,7.8849072290356705,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': -0.5613518220050729}",25,10,24.76251894657844,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': -0.6020119026848236}",25,17,15.522719778937407,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': -0.6411672671296018}",25,11,27.214906151614564,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': -0.6787200473200125}",20,14,10.138761990978589,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': -0.7145763808626919}",25,14,20.07642602347557,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': -0.7486466455973999}",20,10,19.20371063975512,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': -0.7808456836057491}",20,14,10.98742919142317,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': -0.811093014061656}",20,8,20.90715955707083,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': -0.8393130343914837}",25,12,23.21904357248285,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': -0.8654352092411123}",20,10,17.9637863354661,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': -0.8893942467775822}",25,16,17.091675661394024,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': -0.9111302618846769}",20,0,30.937770753381916,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
181,False,"{'a': 0.5, 'e': -0.9305889258445285}",25,17,15.124411180382959,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': -0.9477216021311119}",20,8,20.044516694585944,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': -0.9624854679762374}",35,20,26.722581126101435,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': -0.974843621404164}",25,7,33.44724078831107,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': -0.9847651734673236}",25,17,14.668116327247278,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
